image_path,file_name,split,folder_category,severity_score,target_class,original_parent,unique_filename
Dataset\Gambo\Train\Reversal\6_28757.png,6_28757.png,Train,Reversal,6,1,Train,Train_Reversal_6_28757.png
Dataset\Gambo\Test\Corrected\1_5378.png,1_5378.png,Train,Corrected,1,1,Test,Test_Corrected_1_5378.png
Dataset\Gambo\Train\Corrected\6_1008.png,6_1008.png,Train,Corrected,6,1,Train,Train_Corrected_6_1008.png
Dataset\Gambo\Train\Reversal\6_31439.png,6_31439.png,Train,Reversal,6,1,Train,Train_Reversal_6_31439.png
Dataset\Gambo\Train\Corrected\5_5853.png,5_5853.png,Train,Corrected,5,1,Train,Train_Corrected_5_5853.png
Dataset\Gambo\Train\Corrected\2_4267.png,2_4267.png,Train,Corrected,2,1,Train,Train_Corrected_2_4267.png
Dataset\Gambo\Train\Reversal\6_2932.png,6_2932.png,Train,Reversal,6,1,Train,Train_Reversal_6_2932.png
Dataset\Gambo\Train\Reversal\6_22204.png,6_22204.png,Train,Reversal,6,1,Train,Train_Reversal_6_22204.png
Dataset\Gambo\Test\Corrected\2_192.png,2_192.png,Train,Corrected,2,1,Test,Test_Corrected_2_192.png
Dataset\Gambo\Train\Corrected\1_12153.png,1_12153.png,Train,Corrected,1,1,Train,Train_Corrected_1_12153.png
Dataset\Gambo\Train\Corrected\4_262.png,4_262.png,Train,Corrected,4,1,Train,Train_Corrected_4_262.png
Dataset\Gambo\Test\Normal\Z-66.png,Z-66.png,Train,Normal,0,0,Test,Test_Normal_Z-66.png
Dataset\Gambo\Train\Corrected\1_36833.png,1_36833.png,Train,Corrected,1,1,Train,Train_Corrected_1_36833.png
Dataset\Gambo\Train\Normal\A-1665.png,A-1665.png,Train,Normal,0,0,Train,Train_Normal_A-1665.png
Dataset\Gambo\Test\Corrected\6_614.png,6_614.png,Train,Corrected,6,1,Test,Test_Corrected_6_614.png
Dataset\Gambo\Train\Normal\G-1227.png,G-1227.png,Train,Normal,0,0,Train,Train_Normal_G-1227.png
Dataset\Gambo\Train\Normal\J-681.png,J-681.png,Train,Normal,0,0,Train,Train_Normal_J-681.png
Dataset\Gambo\Train\Normal\M-2109.png,M-2109.png,Train,Normal,0,0,Train,Train_Normal_M-2109.png
Dataset\Gambo\Test\Corrected\1_6271.png,1_6271.png,Train,Corrected,1,1,Test,Test_Corrected_1_6271.png
Dataset\Gambo\Train\Corrected\6_6434.png,6_6434.png,Train,Corrected,6,1,Train,Train_Corrected_6_6434.png
Dataset\Gambo\Train\Corrected\1_13104.png,1_13104.png,Train,Corrected,1,1,Train,Train_Corrected_1_13104.png
Dataset\Gambo\Train\Corrected\6_898.png,6_898.png,Train,Corrected,6,1,Train,Train_Corrected_6_898.png
Dataset\Gambo\Train\Corrected\1_4208.png,1_4208.png,Train,Corrected,1,1,Train,Train_Corrected_1_4208.png
Dataset\Gambo\Test\Normal\W-224.png,W-224.png,Train,Normal,0,0,Test,Test_Normal_W-224.png
Dataset\Gambo\Test\Reversal\6_357.png,6_357.png,Train,Reversal,6,1,Test,Test_Reversal_6_357.png
Dataset\Gambo\Test\Normal\G-350.png,G-350.png,Train,Normal,0,0,Test,Test_Normal_G-350.png
Dataset\Gambo\Train\Normal\A-567.png,A-567.png,Train,Normal,0,0,Train,Train_Normal_A-567.png
Dataset\Gambo\Train\Normal\G-1359.png,G-1359.png,Train,Normal,0,0,Train,Train_Normal_G-1359.png
Dataset\Gambo\Train\Corrected\1_23555.png,1_23555.png,Train,Corrected,1,1,Train,Train_Corrected_1_23555.png
Dataset\Gambo\Train\Normal\Y-229.png,Y-229.png,Train,Normal,0,0,Train,Train_Normal_Y-229.png
Dataset\Gambo\Test\Corrected\1_3941.png,1_3941.png,Train,Corrected,1,1,Test,Test_Corrected_1_3941.png
Dataset\Gambo\Train\Corrected\2_72.png,2_72.png,Train,Corrected,2,1,Train,Train_Corrected_2_72.png
Dataset\Gambo\Train\Corrected\4_6340.png,4_6340.png,Train,Corrected,4,1,Train,Train_Corrected_4_6340.png
Dataset\Gambo\Train\Corrected\1_29109.png,1_29109.png,Train,Corrected,1,1,Train,Train_Corrected_1_29109.png
Dataset\Gambo\Train\Reversal\6_20683.png,6_20683.png,Train,Reversal,6,1,Train,Train_Reversal_6_20683.png
Dataset\Gambo\Train\Normal\H-1702.png,H-1702.png,Train,Normal,0,0,Train,Train_Normal_H-1702.png
Dataset\Gambo\Train\Normal\C-2483.png,C-2483.png,Train,Normal,0,0,Train,Train_Normal_C-2483.png
Dataset\Gambo\Test\Corrected\1_4018.png,1_4018.png,Train,Corrected,1,1,Test,Test_Corrected_1_4018.png
Dataset\Gambo\Train\Corrected\1_13572.png,1_13572.png,Train,Corrected,1,1,Train,Train_Corrected_1_13572.png
Dataset\Gambo\Test\Reversal\6_4723.png,6_4723.png,Train,Reversal,6,1,Test,Test_Reversal_6_4723.png
Dataset\Gambo\Train\Corrected\2_4754.png,2_4754.png,Train,Corrected,2,1,Train,Train_Corrected_2_4754.png
Dataset\Gambo\Train\Normal\K-1500.png,K-1500.png,Train,Normal,0,0,Train,Train_Normal_K-1500.png
Dataset\Gambo\Train\Reversal\6_20632.png,6_20632.png,Train,Reversal,6,1,Train,Train_Reversal_6_20632.png
Dataset\Gambo\Train\Corrected\1_32401.png,1_32401.png,Train,Corrected,1,1,Train,Train_Corrected_1_32401.png
Dataset\Gambo\Train\Reversal\6_23230.png,6_23230.png,Train,Reversal,6,1,Train,Train_Reversal_6_23230.png
Dataset\Gambo\Train\Corrected\3_5175.png,3_5175.png,Train,Corrected,3,1,Train,Train_Corrected_3_5175.png
Dataset\Gambo\Train\Corrected\1_38566.png,1_38566.png,Train,Corrected,1,1,Train,Train_Corrected_1_38566.png
Dataset\Gambo\Train\Corrected\6_679.png,6_679.png,Train,Corrected,6,1,Train,Train_Corrected_6_679.png
Dataset\Gambo\Train\Corrected\5_4503.png,5_4503.png,Train,Corrected,5,1,Train,Train_Corrected_5_4503.png
Dataset\Gambo\Train\Corrected\1_30112.png,1_30112.png,Train,Corrected,1,1,Train,Train_Corrected_1_30112.png
Dataset\Gambo\Test\Corrected\4_1105.png,4_1105.png,Train,Corrected,4,1,Test,Test_Corrected_4_1105.png
Dataset\Gambo\Train\Reversal\6_6307.png,6_6307.png,Train,Reversal,6,1,Train,Train_Reversal_6_6307.png
Dataset\Gambo\Train\Normal\H-936.png,H-936.png,Train,Normal,0,0,Train,Train_Normal_H-936.png
Dataset\Gambo\Train\Corrected\5_3663.png,5_3663.png,Train,Corrected,5,1,Train,Train_Corrected_5_3663.png
Dataset\Gambo\Test\Corrected\1_8392.png,1_8392.png,Train,Corrected,1,1,Test,Test_Corrected_1_8392.png
Dataset\Gambo\Train\Corrected\1_37087.png,1_37087.png,Train,Corrected,1,1,Train,Train_Corrected_1_37087.png
Dataset\Gambo\Test\Normal\G-135.png,G-135.png,Train,Normal,0,0,Test,Test_Normal_G-135.png
Dataset\Gambo\Test\Reversal\6_4123.png,6_4123.png,Train,Reversal,6,1,Test,Test_Reversal_6_4123.png
Dataset\Gambo\Train\Corrected\6_2073.png,6_2073.png,Train,Corrected,6,1,Train,Train_Corrected_6_2073.png
Dataset\Gambo\Test\Normal\J-25.png,J-25.png,Train,Normal,0,0,Test,Test_Normal_J-25.png
Dataset\Gambo\Train\Normal\D-955.png,D-955.png,Train,Normal,0,0,Train,Train_Normal_D-955.png
Dataset\Gambo\Test\Corrected\1_1143.png,1_1143.png,Train,Corrected,1,1,Test,Test_Corrected_1_1143.png
Dataset\Gambo\Train\Normal\A-2375.png,A-2375.png,Train,Normal,0,0,Train,Train_Normal_A-2375.png
Dataset\Gambo\Test\Corrected\1_5141.png,1_5141.png,Train,Corrected,1,1,Test,Test_Corrected_1_5141.png
Dataset\Gambo\Train\Corrected\4_3889.png,4_3889.png,Train,Corrected,4,1,Train,Train_Corrected_4_3889.png
Dataset\Gambo\Train\Normal\S-3299.png,S-3299.png,Train,Normal,0,0,Train,Train_Normal_S-3299.png
Dataset\Gambo\Test\Reversal\6_374.png,6_374.png,Train,Reversal,6,1,Test,Test_Reversal_6_374.png
Dataset\Gambo\Train\Normal\G-1688.png,G-1688.png,Train,Normal,0,0,Train,Train_Normal_G-1688.png
Dataset\Gambo\Train\Normal\E-1137.png,E-1137.png,Train,Normal,0,0,Train,Train_Normal_E-1137.png
Dataset\Gambo\Train\Corrected\1_16961.png,1_16961.png,Train,Corrected,1,1,Train,Train_Corrected_1_16961.png
Dataset\Gambo\Test\Corrected\1_8060.png,1_8060.png,Train,Corrected,1,1,Test,Test_Corrected_1_8060.png
Dataset\Gambo\Train\Normal\N-2237.png,N-2237.png,Train,Normal,0,0,Train,Train_Normal_N-2237.png
Dataset\Gambo\Train\Reversal\6_4930.png,6_4930.png,Train,Reversal,6,1,Train,Train_Reversal_6_4930.png
Dataset\Gambo\Test\Normal\B-460.png,B-460.png,Train,Normal,0,0,Test,Test_Normal_B-460.png
Dataset\Gambo\Train\Reversal\6_31547.png,6_31547.png,Train,Reversal,6,1,Train,Train_Reversal_6_31547.png
Dataset\Gambo\Test\Corrected\1_1682.png,1_1682.png,Train,Corrected,1,1,Test,Test_Corrected_1_1682.png
Dataset\Gambo\Train\Corrected\6_567.png,6_567.png,Train,Corrected,6,1,Train,Train_Corrected_6_567.png
Dataset\Gambo\Train\Corrected\1_2587.png,1_2587.png,Train,Corrected,1,1,Train,Train_Corrected_1_2587.png
Dataset\Gambo\Test\Reversal\6_1880.png,6_1880.png,Train,Reversal,6,1,Test,Test_Reversal_6_1880.png
Dataset\Gambo\Train\Corrected\5_3039.png,5_3039.png,Train,Corrected,5,1,Train,Train_Corrected_5_3039.png
Dataset\Gambo\Train\Reversal\6_12242.png,6_12242.png,Train,Reversal,6,1,Train,Train_Reversal_6_12242.png
Dataset\Gambo\Test\Reversal\6_2557.png,6_2557.png,Train,Reversal,6,1,Test,Test_Reversal_6_2557.png
Dataset\Gambo\Train\Reversal\6_11916.png,6_11916.png,Train,Reversal,6,1,Train,Train_Reversal_6_11916.png
Dataset\Gambo\Train\Reversal\6_31029.png,6_31029.png,Train,Reversal,6,1,Train,Train_Reversal_6_31029.png
Dataset\Gambo\Train\Corrected\5_2477.png,5_2477.png,Train,Corrected,5,1,Train,Train_Corrected_5_2477.png
Dataset\Gambo\Train\Corrected\1_25033.png,1_25033.png,Train,Corrected,1,1,Train,Train_Corrected_1_25033.png
Dataset\Gambo\Test\Normal\Q-241.png,Q-241.png,Train,Normal,0,0,Test,Test_Normal_Q-241.png
Dataset\Gambo\Train\Normal\A-1739.png,A-1739.png,Train,Normal,0,0,Train,Train_Normal_A-1739.png
Dataset\Gambo\Train\Normal\K-2450.png,K-2450.png,Train,Normal,0,0,Train,Train_Normal_K-2450.png
Dataset\Gambo\Train\Corrected\1_12638.png,1_12638.png,Train,Corrected,1,1,Train,Train_Corrected_1_12638.png
Dataset\Gambo\Train\Normal\O-106.png,O-106.png,Train,Normal,0,0,Train,Train_Normal_O-106.png
Dataset\Gambo\Train\Corrected\1_11917.png,1_11917.png,Train,Corrected,1,1,Train,Train_Corrected_1_11917.png
Dataset\Gambo\Train\Corrected\6_4682.png,6_4682.png,Train,Corrected,6,1,Train,Train_Corrected_6_4682.png
Dataset\Gambo\Train\Corrected\1_27728.png,1_27728.png,Train,Corrected,1,1,Train,Train_Corrected_1_27728.png
Dataset\Gambo\Test\Corrected\6_1574.png,6_1574.png,Train,Corrected,6,1,Test,Test_Corrected_6_1574.png
Dataset\Gambo\Train\Corrected\2_5175.png,2_5175.png,Train,Corrected,2,1,Train,Train_Corrected_2_5175.png
Dataset\Gambo\Train\Corrected\6_2571.png,6_2571.png,Train,Corrected,6,1,Train,Train_Corrected_6_2571.png
Dataset\Gambo\Train\Corrected\3_3682.png,3_3682.png,Train,Corrected,3,1,Train,Train_Corrected_3_3682.png
Dataset\Gambo\Train\Normal\U-745.png,U-745.png,Train,Normal,0,0,Train,Train_Normal_U-745.png
Dataset\Gambo\Train\Corrected\5_150.png,5_150.png,Train,Corrected,5,1,Train,Train_Corrected_5_150.png
Dataset\Gambo\Test\Corrected\1_5715.png,1_5715.png,Train,Corrected,1,1,Test,Test_Corrected_1_5715.png
Dataset\Gambo\Train\Corrected\6_1773.png,6_1773.png,Train,Corrected,6,1,Train,Train_Corrected_6_1773.png
Dataset\Gambo\Test\Reversal\6_2669.png,6_2669.png,Train,Reversal,6,1,Test,Test_Reversal_6_2669.png
Dataset\Gambo\Train\Corrected\1_27429.png,1_27429.png,Train,Corrected,1,1,Train,Train_Corrected_1_27429.png
Dataset\Gambo\Train\Corrected\1_31829.png,1_31829.png,Train,Corrected,1,1,Train,Train_Corrected_1_31829.png
Dataset\Gambo\Train\Reversal\6_23430.png,6_23430.png,Train,Reversal,6,1,Train,Train_Reversal_6_23430.png
Dataset\Gambo\Train\Reversal\6_5002.png,6_5002.png,Train,Reversal,6,1,Train,Train_Reversal_6_5002.png
Dataset\Gambo\Train\Reversal\6_25591.png,6_25591.png,Train,Reversal,6,1,Train,Train_Reversal_6_25591.png
Dataset\Gambo\Test\Corrected\2_438.png,2_438.png,Train,Corrected,2,1,Test,Test_Corrected_2_438.png
Dataset\Gambo\Train\Corrected\2_2663.png,2_2663.png,Train,Corrected,2,1,Train,Train_Corrected_2_2663.png
Dataset\Gambo\Test\Normal\K-4.png,K-4.png,Train,Normal,0,0,Test,Test_Normal_K-4.png
Dataset\Gambo\Train\Corrected\1_37099.png,1_37099.png,Train,Corrected,1,1,Train,Train_Corrected_1_37099.png
Dataset\Gambo\Test\Reversal\6_6306.png,6_6306.png,Train,Reversal,6,1,Test,Test_Reversal_6_6306.png
Dataset\Gambo\Train\Normal\J-1220.png,J-1220.png,Train,Normal,0,0,Train,Train_Normal_J-1220.png
Dataset\Gambo\Train\Corrected\4_4985.png,4_4985.png,Train,Corrected,4,1,Train,Train_Corrected_4_4985.png
Dataset\Gambo\Train\Corrected\2_2721.png,2_2721.png,Train,Corrected,2,1,Train,Train_Corrected_2_2721.png
Dataset\Gambo\Train\Normal\H-2389.png,H-2389.png,Train,Normal,0,0,Train,Train_Normal_H-2389.png
Dataset\Gambo\Test\Normal\B-108.png,B-108.png,Train,Normal,0,0,Test,Test_Normal_B-108.png
Dataset\Gambo\Train\Corrected\1_29943.png,1_29943.png,Train,Corrected,1,1,Train,Train_Corrected_1_29943.png
Dataset\Gambo\Test\Normal\H-154.png,H-154.png,Train,Normal,0,0,Test,Test_Normal_H-154.png
Dataset\Gambo\Train\Corrected\5_252.png,5_252.png,Train,Corrected,5,1,Train,Train_Corrected_5_252.png
Dataset\Gambo\Train\Normal\C-722.png,C-722.png,Train,Normal,0,0,Train,Train_Normal_C-722.png
Dataset\Gambo\Train\Reversal\6_27429.png,6_27429.png,Train,Reversal,6,1,Train,Train_Reversal_6_27429.png
Dataset\Gambo\Test\Reversal\6_4085.png,6_4085.png,Train,Reversal,6,1,Test,Test_Reversal_6_4085.png
Dataset\Gambo\Train\Reversal\6_9376.png,6_9376.png,Train,Reversal,6,1,Train,Train_Reversal_6_9376.png
Dataset\Gambo\Train\Reversal\6_15746.png,6_15746.png,Train,Reversal,6,1,Train,Train_Reversal_6_15746.png
Dataset\Gambo\Train\Reversal\6_31997.png,6_31997.png,Train,Reversal,6,1,Train,Train_Reversal_6_31997.png
Dataset\Gambo\Train\Corrected\1_27379.png,1_27379.png,Train,Corrected,1,1,Train,Train_Corrected_1_27379.png
Dataset\Gambo\Train\Corrected\2_5159.png,2_5159.png,Train,Corrected,2,1,Train,Train_Corrected_2_5159.png
Dataset\Gambo\Train\Reversal\6_9986.png,6_9986.png,Train,Reversal,6,1,Train,Train_Reversal_6_9986.png
Dataset\Gambo\Train\Corrected\1_10544.png,1_10544.png,Train,Corrected,1,1,Train,Train_Corrected_1_10544.png
Dataset\Gambo\Train\Corrected\1_26698.png,1_26698.png,Train,Corrected,1,1,Train,Train_Corrected_1_26698.png
Dataset\Gambo\Train\Reversal\6_9561.png,6_9561.png,Train,Reversal,6,1,Train,Train_Reversal_6_9561.png
Dataset\Gambo\Test\Corrected\1_3675.png,1_3675.png,Train,Corrected,1,1,Test,Test_Corrected_1_3675.png
Dataset\Gambo\Train\Corrected\3_2931.png,3_2931.png,Train,Corrected,3,1,Train,Train_Corrected_3_2931.png
Dataset\Gambo\Train\Corrected\2_6271.png,2_6271.png,Train,Corrected,2,1,Train,Train_Corrected_2_6271.png
Dataset\Gambo\Train\Corrected\1_11330.png,1_11330.png,Train,Corrected,1,1,Train,Train_Corrected_1_11330.png
Dataset\Gambo\Train\Corrected\1_1477.png,1_1477.png,Train,Corrected,1,1,Train,Train_Corrected_1_1477.png
Dataset\Gambo\Train\Corrected\1_16058.png,1_16058.png,Train,Corrected,1,1,Train,Train_Corrected_1_16058.png
Dataset\Gambo\Train\Corrected\5_3988.png,5_3988.png,Train,Corrected,5,1,Train,Train_Corrected_5_3988.png
Dataset\Gambo\Test\Corrected\1_8037.png,1_8037.png,Train,Corrected,1,1,Test,Test_Corrected_1_8037.png
Dataset\Gambo\Train\Corrected\1_1324.png,1_1324.png,Train,Corrected,1,1,Train,Train_Corrected_1_1324.png
Dataset\Gambo\Train\Corrected\2_4553.png,2_4553.png,Train,Corrected,2,1,Train,Train_Corrected_2_4553.png
Dataset\Gambo\Train\Reversal\6_12390.png,6_12390.png,Train,Reversal,6,1,Train,Train_Reversal_6_12390.png
Dataset\Gambo\Train\Normal\K-1398.png,K-1398.png,Train,Normal,0,0,Train,Train_Normal_K-1398.png
Dataset\Gambo\Test\Reversal\6_1268.png,6_1268.png,Train,Reversal,6,1,Test,Test_Reversal_6_1268.png
Dataset\Gambo\Train\Corrected\1_32659.png,1_32659.png,Train,Corrected,1,1,Train,Train_Corrected_1_32659.png
Dataset\Gambo\Train\Corrected\3_2808.png,3_2808.png,Train,Corrected,3,1,Train,Train_Corrected_3_2808.png
Dataset\Gambo\Train\Corrected\1_27916.png,1_27916.png,Train,Corrected,1,1,Train,Train_Corrected_1_27916.png
Dataset\Gambo\Train\Corrected\5_5380.png,5_5380.png,Train,Corrected,5,1,Train,Train_Corrected_5_5380.png
Dataset\Gambo\Test\Normal\W-121.png,W-121.png,Train,Normal,0,0,Test,Test_Normal_W-121.png
Dataset\Gambo\Train\Corrected\1_36590.png,1_36590.png,Train,Corrected,1,1,Train,Train_Corrected_1_36590.png
Dataset\Gambo\Train\Corrected\6_2947.png,6_2947.png,Train,Corrected,6,1,Train,Train_Corrected_6_2947.png
Dataset\Gambo\Train\Corrected\3_5321.png,3_5321.png,Train,Corrected,3,1,Train,Train_Corrected_3_5321.png
Dataset\Gambo\Test\Normal\U-866.png,U-866.png,Train,Normal,0,0,Test,Test_Normal_U-866.png
Dataset\Gambo\Test\Normal\H-52.png,H-52.png,Train,Normal,0,0,Test,Test_Normal_H-52.png
Dataset\Gambo\Test\Corrected\1_4042.png,1_4042.png,Train,Corrected,1,1,Test,Test_Corrected_1_4042.png
Dataset\Gambo\Train\Corrected\1_5158.png,1_5158.png,Train,Corrected,1,1,Train,Train_Corrected_1_5158.png
Dataset\Gambo\Train\Normal\M-1642.png,M-1642.png,Train,Normal,0,0,Train,Train_Normal_M-1642.png
Dataset\Gambo\Test\Reversal\6_1934.png,6_1934.png,Train,Reversal,6,1,Test,Test_Reversal_6_1934.png
Dataset\Gambo\Train\Corrected\4_2058.png,4_2058.png,Train,Corrected,4,1,Train,Train_Corrected_4_2058.png
Dataset\Gambo\Train\Corrected\1_27726.png,1_27726.png,Train,Corrected,1,1,Train,Train_Corrected_1_27726.png
Dataset\Gambo\Train\Normal\M-2451.png,M-2451.png,Train,Normal,0,0,Train,Train_Normal_M-2451.png
Dataset\Gambo\Test\Corrected\6_978.png,6_978.png,Train,Corrected,6,1,Test,Test_Corrected_6_978.png
Dataset\Gambo\Train\Corrected\1_18639.png,1_18639.png,Train,Corrected,1,1,Train,Train_Corrected_1_18639.png
Dataset\Gambo\Train\Corrected\3_1434.png,3_1434.png,Train,Corrected,3,1,Train,Train_Corrected_3_1434.png
Dataset\Gambo\Train\Corrected\6_5436.png,6_5436.png,Train,Corrected,6,1,Train,Train_Corrected_6_5436.png
Dataset\Gambo\Train\Corrected\6_6136.png,6_6136.png,Train,Corrected,6,1,Train,Train_Corrected_6_6136.png
Dataset\Gambo\Train\Reversal\6_29629.png,6_29629.png,Train,Reversal,6,1,Train,Train_Reversal_6_29629.png
Dataset\Gambo\Train\Normal\M-1981.png,M-1981.png,Train,Normal,0,0,Train,Train_Normal_M-1981.png
Dataset\Gambo\Train\Corrected\4_4673.png,4_4673.png,Train,Corrected,4,1,Train,Train_Corrected_4_4673.png
Dataset\Gambo\Train\Normal\N-1423.png,N-1423.png,Train,Normal,0,0,Train,Train_Normal_N-1423.png
Dataset\Gambo\Train\Normal\L-577.png,L-577.png,Train,Normal,0,0,Train,Train_Normal_L-577.png
Dataset\Gambo\Train\Corrected\5_4459.png,5_4459.png,Train,Corrected,5,1,Train,Train_Corrected_5_4459.png
Dataset\Gambo\Test\Normal\F-66.png,F-66.png,Train,Normal,0,0,Test,Test_Normal_F-66.png
Dataset\Gambo\Test\Corrected\1_1031.png,1_1031.png,Train,Corrected,1,1,Test,Test_Corrected_1_1031.png
Dataset\Gambo\Train\Corrected\2_2211.png,2_2211.png,Train,Corrected,2,1,Train,Train_Corrected_2_2211.png
Dataset\Gambo\Test\Corrected\1_3849.png,1_3849.png,Train,Corrected,1,1,Test,Test_Corrected_1_3849.png
Dataset\Gambo\Train\Corrected\4_1308.png,4_1308.png,Train,Corrected,4,1,Train,Train_Corrected_4_1308.png
Dataset\Gambo\Test\Normal\W-295.png,W-295.png,Train,Normal,0,0,Test,Test_Normal_W-295.png
Dataset\Gambo\Train\Corrected\2_2629.png,2_2629.png,Train,Corrected,2,1,Train,Train_Corrected_2_2629.png
Dataset\Gambo\Train\Reversal\6_29116.png,6_29116.png,Train,Reversal,6,1,Train,Train_Reversal_6_29116.png
Dataset\Gambo\Test\Corrected\1_2671.png,1_2671.png,Train,Corrected,1,1,Test,Test_Corrected_1_2671.png
Dataset\Gambo\Train\Corrected\3_179.png,3_179.png,Train,Corrected,3,1,Train,Train_Corrected_3_179.png
Dataset\Gambo\Train\Corrected\4_4698.png,4_4698.png,Train,Corrected,4,1,Train,Train_Corrected_4_4698.png
Dataset\Gambo\Train\Corrected\1_13903.png,1_13903.png,Train,Corrected,1,1,Train,Train_Corrected_1_13903.png
Dataset\Gambo\Train\Corrected\1_11621.png,1_11621.png,Train,Corrected,1,1,Train,Train_Corrected_1_11621.png
Dataset\Gambo\Train\Reversal\6_26980.png,6_26980.png,Train,Reversal,6,1,Train,Train_Reversal_6_26980.png
Dataset\Gambo\Train\Corrected\1_17028.png,1_17028.png,Train,Corrected,1,1,Train,Train_Corrected_1_17028.png
Dataset\Gambo\Train\Normal\B-1582.png,B-1582.png,Train,Normal,0,0,Train,Train_Normal_B-1582.png
Dataset\Gambo\Train\Reversal\6_13271.png,6_13271.png,Train,Reversal,6,1,Train,Train_Reversal_6_13271.png
Dataset\Gambo\Train\Normal\E-737.png,E-737.png,Train,Normal,0,0,Train,Train_Normal_E-737.png
Dataset\Gambo\Test\Corrected\1_2252.png,1_2252.png,Train,Corrected,1,1,Test,Test_Corrected_1_2252.png
Dataset\Gambo\Train\Normal\E-1016.png,E-1016.png,Train,Normal,0,0,Train,Train_Normal_E-1016.png
Dataset\Gambo\Train\Corrected\6_1135.png,6_1135.png,Train,Corrected,6,1,Train,Train_Corrected_6_1135.png
Dataset\Gambo\Train\Reversal\6_4894.png,6_4894.png,Train,Reversal,6,1,Train,Train_Reversal_6_4894.png
Dataset\Gambo\Train\Normal\W-306.png,W-306.png,Train,Normal,0,0,Train,Train_Normal_W-306.png
Dataset\Gambo\Train\Corrected\6_5692.png,6_5692.png,Train,Corrected,6,1,Train,Train_Corrected_6_5692.png
Dataset\Gambo\Test\Reversal\6_1413.png,6_1413.png,Train,Reversal,6,1,Test,Test_Reversal_6_1413.png
Dataset\Gambo\Train\Normal\M-2173.png,M-2173.png,Train,Normal,0,0,Train,Train_Normal_M-2173.png
Dataset\Gambo\Train\Normal\J-2615.png,J-2615.png,Train,Normal,0,0,Train,Train_Normal_J-2615.png
Dataset\Gambo\Train\Corrected\6_1557.png,6_1557.png,Train,Corrected,6,1,Train,Train_Corrected_6_1557.png
Dataset\Gambo\Test\Corrected\1_8796.png,1_8796.png,Train,Corrected,1,1,Test,Test_Corrected_1_8796.png
Dataset\Gambo\Train\Corrected\1_29218.png,1_29218.png,Train,Corrected,1,1,Train,Train_Corrected_1_29218.png
Dataset\Gambo\Test\Corrected\1_5492.png,1_5492.png,Train,Corrected,1,1,Test,Test_Corrected_1_5492.png
Dataset\Gambo\Train\Reversal\6_11498.png,6_11498.png,Train,Reversal,6,1,Train,Train_Reversal_6_11498.png
Dataset\Gambo\Train\Corrected\2_917.png,2_917.png,Train,Corrected,2,1,Train,Train_Corrected_2_917.png
Dataset\Gambo\Train\Corrected\1_10409.png,1_10409.png,Train,Corrected,1,1,Train,Train_Corrected_1_10409.png
Dataset\Gambo\Train\Normal\J-2387.png,J-2387.png,Train,Normal,0,0,Train,Train_Normal_J-2387.png
Dataset\Gambo\Test\Corrected\5_1294.png,5_1294.png,Train,Corrected,5,1,Test,Test_Corrected_5_1294.png
Dataset\Gambo\Train\Corrected\1_22269.png,1_22269.png,Train,Corrected,1,1,Train,Train_Corrected_1_22269.png
Dataset\Gambo\Train\Corrected\1_13200.png,1_13200.png,Train,Corrected,1,1,Train,Train_Corrected_1_13200.png
Dataset\Gambo\Train\Reversal\6_30845.png,6_30845.png,Train,Reversal,6,1,Train,Train_Reversal_6_30845.png
Dataset\Gambo\Train\Normal\C-1698.png,C-1698.png,Train,Normal,0,0,Train,Train_Normal_C-1698.png
Dataset\Gambo\Test\Corrected\1_2354.png,1_2354.png,Train,Corrected,1,1,Test,Test_Corrected_1_2354.png
Dataset\Gambo\Test\Corrected\1_3567.png,1_3567.png,Train,Corrected,1,1,Test,Test_Corrected_1_3567.png
Dataset\Gambo\Train\Corrected\1_29721.png,1_29721.png,Train,Corrected,1,1,Train,Train_Corrected_1_29721.png
Dataset\Gambo\Train\Corrected\2_5658.png,2_5658.png,Train,Corrected,2,1,Train,Train_Corrected_2_5658.png
Dataset\Gambo\Train\Corrected\2_1498.png,2_1498.png,Train,Corrected,2,1,Train,Train_Corrected_2_1498.png
Dataset\Gambo\Train\Corrected\1_35854.png,1_35854.png,Train,Corrected,1,1,Train,Train_Corrected_1_35854.png
Dataset\Gambo\Train\Corrected\1_35589.png,1_35589.png,Train,Corrected,1,1,Train,Train_Corrected_1_35589.png
Dataset\Gambo\Train\Reversal\6_8477.png,6_8477.png,Train,Reversal,6,1,Train,Train_Reversal_6_8477.png
Dataset\Gambo\Test\Reversal\6_3710.png,6_3710.png,Train,Reversal,6,1,Test,Test_Reversal_6_3710.png
Dataset\Gambo\Train\Reversal\6_14643.png,6_14643.png,Train,Reversal,6,1,Train,Train_Reversal_6_14643.png
Dataset\Gambo\Test\Reversal\6_282.png,6_282.png,Train,Reversal,6,1,Test,Test_Reversal_6_282.png
Dataset\Gambo\Train\Normal\F-310.png,F-310.png,Train,Normal,0,0,Train,Train_Normal_F-310.png
Dataset\Gambo\Train\Corrected\3_5156.png,3_5156.png,Train,Corrected,3,1,Train,Train_Corrected_3_5156.png
Dataset\Gambo\Test\Corrected\5_474.png,5_474.png,Train,Corrected,5,1,Test,Test_Corrected_5_474.png
Dataset\Gambo\Train\Reversal\6_3120.png,6_3120.png,Train,Reversal,6,1,Train,Train_Reversal_6_3120.png
