image_path,file_name,split,folder_category,severity_score,target_class,ink_density,center_of_mass_x,center_of_mass_y,bounding_box_ratio,stroke_transitions
Dataset\Gambo\Train\Reversal\6_8576.png,6_8576.png,Validation,Reversal,6,1,0.159439,15.344,16.008,0.9545,2.0
Dataset\Gambo\Train\Corrected\3_241.png,3_241.png,Validation,Corrected,3,1,0.135204,12.9434,13.1887,1.2857,2.2143
Dataset\Gambo\Train\Corrected\1_28516.png,1_28516.png,Validation,Corrected,1,1,0.13648,14.3551,13.5701,0.7368,1.5
Dataset\Gambo\Train\Corrected\2_4490.png,2_4490.png,Validation,Corrected,2,1,0.127551,12.98,13.05,0.8333,2.0714
Dataset\Gambo\Train\Corrected\1_17506.png,1_17506.png,Validation,Corrected,1,1,0.131378,11.3786,13.4854,0.7222,2.0714
Dataset\Gambo\Train\Corrected\5_785.png,5_785.png,Validation,Corrected,5,1,0.114796,12.2111,11.8667,1.5385,1.7857
Dataset\Gambo\Train\Reversal\6_9721.png,6_9721.png,Validation,Reversal,6,1,0.145408,14.8684,14.193,1.0,2.0714
Dataset\Gambo\Train\Corrected\6_2089.png,6_2089.png,Validation,Corrected,6,1,0.163265,13.375,12.9531,0.8421,2.1429
Dataset\Gambo\Train\Reversal\6_19339.png,6_19339.png,Validation,Reversal,6,1,0.172194,13.1333,13.0963,1.0526,3.0714
Dataset\Gambo\Train\Corrected\1_21167.png,1_21167.png,Validation,Corrected,1,1,0.114796,14.2556,12.8778,1.0,2.2857
Dataset\Gambo\Train\Corrected\5_442.png,5_442.png,Validation,Corrected,5,1,0.13648,12.1308,12.6542,1.4615,2.2143
Dataset\Gambo\Train\Corrected\4_2544.png,4_2544.png,Validation,Corrected,4,1,0.160714,12.9048,13.4444,1.1875,2.3571
Dataset\Gambo\Train\Normal\A-1058.png,A-1058.png,Validation,Normal,0,0,0.155612,15.3852,13.8279,1.1111,2.3571
Dataset\Gambo\Train\Normal\M-2258.png,M-2258.png,Validation,Normal,0,0,0.091837,12.9583,12.1389,0.8889,3.0
Dataset\Gambo\Train\Corrected\2_3377.png,2_3377.png,Validation,Corrected,2,1,0.168367,12.5152,15.0379,1.125,1.5714
Dataset\Gambo\Train\Reversal\6_10035.png,6_10035.png,Validation,Reversal,6,1,0.295918,13.4052,12.944,1.1053,1.8571
Dataset\Gambo\Train\Corrected\2_5302.png,2_5302.png,Validation,Corrected,2,1,0.114796,12.8222,14.1,0.8824,1.8571
Dataset\Gambo\Train\Reversal\6_1614.png,6_1614.png,Validation,Reversal,6,1,0.104592,13.5488,12.7439,1.6667,1.4286
Dataset\Gambo\Train\Normal\M-1570.png,M-1570.png,Validation,Normal,0,0,0.170918,14.597,13.8657,0.8,3.4286
Dataset\Gambo\Train\Reversal\6_13704.png,6_13704.png,Validation,Reversal,6,1,0.266582,13.0048,13.689,1.2105,2.6429
Dataset\Gambo\Train\Corrected\6_5434.png,6_5434.png,Validation,Corrected,6,1,0.168367,15.3561,13.1439,0.8,2.0
Dataset\Gambo\Train\Normal\D-2173.png,D-2173.png,Validation,Normal,0,0,0.093112,15.1781,14.2329,1.1111,2.7143
Dataset\Gambo\Train\Corrected\1_15385.png,1_15385.png,Validation,Corrected,1,1,0.108418,12.5647,13.1882,1.5455,2.4286
Dataset\Gambo\Train\Corrected\6_1905.png,6_1905.png,Validation,Corrected,6,1,0.08801,12.5797,13.1449,0.5263,1.3571
Dataset\Gambo\Train\Corrected\1_37109.png,1_37109.png,Validation,Corrected,1,1,0.1875,16.7551,15.9728,1.05,2.2857
Dataset\Gambo\Train\Corrected\2_2844.png,2_2844.png,Validation,Corrected,2,1,0.179847,12.7234,14.156,1.0,2.4286
Dataset\Gambo\Train\Corrected\1_34333.png,1_34333.png,Validation,Corrected,1,1,0.172194,13.5259,13.3185,1.1176,2.7143
Dataset\Gambo\Train\Corrected\1_11522.png,1_11522.png,Validation,Corrected,1,1,0.102041,12.975,12.625,2.0,2.2857
Dataset\Gambo\Train\Corrected\1_4768.png,1_4768.png,Validation,Corrected,1,1,0.105867,14.7108,14.5181,1.1111,2.4286
Dataset\Gambo\Train\Corrected\4_2268.png,4_2268.png,Validation,Corrected,4,1,0.049745,11.7179,13.3077,1.9,1.6429
Dataset\Gambo\Train\Reversal\6_31758.png,6_31758.png,Validation,Reversal,6,1,0.22449,13.2216,15.25,1.1,2.8571
Dataset\Gambo\Train\Normal\I-33.png,I-33.png,Validation,Normal,0,0,0.105867,13.3253,11.7952,1.0526,1.5714
Dataset\Gambo\Train\Normal\D-2370.png,D-2370.png,Validation,Normal,0,0,0.196429,14.4481,13.2987,0.8,1.7143
Dataset\Gambo\Train\Corrected\1_19269.png,1_19269.png,Validation,Corrected,1,1,0.197704,13.1677,13.8194,0.8333,1.2857
Dataset\Gambo\Train\Corrected\5_4723.png,5_4723.png,Validation,Corrected,5,1,0.196429,14.026,13.2143,0.9444,2.0
Dataset\Gambo\Train\Corrected\3_115.png,3_115.png,Validation,Corrected,3,1,0.108418,12.5647,12.9294,0.7368,1.7143
Dataset\Gambo\Train\Corrected\1_10634.png,1_10634.png,Validation,Corrected,1,1,0.149235,12.8974,13.8718,1.1333,1.9286
Dataset\Gambo\Train\Corrected\4_5711.png,4_5711.png,Validation,Corrected,4,1,0.151786,14.1513,12.9412,1.0556,2.5714
Dataset\Gambo\Train\Corrected\1_10726.png,1_10726.png,Validation,Corrected,1,1,0.19898,12.109,13.4551,1.0556,2.6429
Dataset\Gambo\Train\Corrected\4_682.png,4_682.png,Validation,Corrected,4,1,0.071429,12.2321,13.0893,1.4615,2.4286
Dataset\Gambo\Train\Reversal\6_8589.png,6_8589.png,Validation,Reversal,6,1,0.11352,15.6404,10.9213,0.95,2.4286
Dataset\Gambo\Train\Reversal\6_19572.png,6_19572.png,Validation,Reversal,6,1,0.116071,12.7363,15.3626,1.5385,1.9286
Dataset\Gambo\Train\Reversal\6_18043.png,6_18043.png,Validation,Reversal,6,1,0.128827,13.198,12.4059,0.8947,1.6429
Dataset\Gambo\Train\Corrected\3_2875.png,3_2875.png,Validation,Corrected,3,1,0.098214,10.8961,14.7403,0.6667,1.2143
Dataset\Gambo\Train\Normal\B-777.png,B-777.png,Validation,Normal,0,0,0.144133,15.0885,13.9912,1.0,2.5
Dataset\Gambo\Train\Corrected\4_2560.png,4_2560.png,Validation,Corrected,4,1,0.159439,12.248,13.24,1.0556,1.9286
Dataset\Gambo\Train\Reversal\6_14377.png,6_14377.png,Validation,Reversal,6,1,0.13648,13.4486,11.3178,1.1176,2.2857
Dataset\Gambo\Train\Reversal\6_13823.png,6_13823.png,Validation,Reversal,6,1,0.121173,11.9053,12.8421,0.7368,1.5714
Dataset\Gambo\Train\Reversal\6_9403.png,6_9403.png,Validation,Reversal,6,1,0.1875,13.5442,12.3537,0.85,2.7143
Dataset\Gambo\Train\Reversal\6_23233.png,6_23233.png,Validation,Reversal,6,1,0.211735,14.1386,13.7289,0.8947,1.7143
Dataset\Gambo\Train\Corrected\1_33459.png,1_33459.png,Validation,Corrected,1,1,0.104592,13.2073,12.4634,0.7895,2.2143
Dataset\Gambo\Train\Corrected\1_31429.png,1_31429.png,Validation,Corrected,1,1,0.081633,12.2188,11.6406,2.1111,2.5
Dataset\Gambo\Train\Corrected\3_3718.png,3_3718.png,Validation,Corrected,3,1,0.139031,13.4771,14.5596,1.0588,2.3571
Dataset\Gambo\Train\Corrected\6_4279.png,6_4279.png,Validation,Corrected,6,1,0.179847,13.2695,13.5957,0.9444,1.9286
Dataset\Gambo\Train\Corrected\6_2777.png,6_2777.png,Validation,Corrected,6,1,0.128827,12.495,14.1386,1.2667,2.5
Dataset\Gambo\Train\Corrected\6_5674.png,6_5674.png,Validation,Corrected,6,1,0.200255,12.1146,13.3057,1.1176,2.0
Dataset\Gambo\Train\Corrected\3_5724.png,3_5724.png,Validation,Corrected,3,1,0.155612,13.8033,13.1557,0.8421,2.2857
Dataset\Gambo\Train\Corrected\2_3480.png,2_3480.png,Validation,Corrected,2,1,0.122449,15.4688,12.0,1.125,1.9286
Dataset\Gambo\Train\Normal\H-2407.png,H-2407.png,Validation,Normal,0,0,0.168367,13.9848,14.5985,1.0,2.4286
Dataset\Gambo\Train\Corrected\2_5996.png,2_5996.png,Validation,Corrected,2,1,0.089286,12.0571,12.7571,0.6111,1.1429
Dataset\Gambo\Train\Reversal\6_23925.png,6_23925.png,Validation,Reversal,6,1,0.164541,14.1395,14.938,1.0,1.9286
Dataset\Gambo\Train\Corrected\1_35428.png,1_35428.png,Validation,Corrected,1,1,0.147959,12.9655,13.7069,1.0,2.5
Dataset\Gambo\Train\Normal\H-1158.png,H-1158.png,Validation,Normal,0,0,0.095663,14.16,14.24,1.6667,2.6429
Dataset\Gambo\Train\Corrected\1_22320.png,1_22320.png,Validation,Corrected,1,1,0.082908,12.2923,14.3231,1.5833,2.0714
Dataset\Gambo\Train\Corrected\4_3363.png,4_3363.png,Validation,Corrected,4,1,0.130102,13.5196,13.5784,1.125,1.7143
Dataset\Gambo\Train\Corrected\1_38107.png,1_38107.png,Validation,Corrected,1,1,0.103316,12.1852,12.4074,1.7273,2.1429
Dataset\Gambo\Train\Corrected\1_31241.png,1_31241.png,Validation,Corrected,1,1,0.091837,13.6389,11.4583,1.4286,1.9286
Dataset\Gambo\Train\Reversal\6_10219.png,6_10219.png,Validation,Reversal,6,1,0.163265,13.5703,11.3047,1.0,2.2143
Dataset\Gambo\Train\Corrected\3_1782.png,3_1782.png,Validation,Corrected,3,1,0.035714,14.3571,12.6071,0.6429,1.3571
Dataset\Gambo\Train\Corrected\1_10845.png,1_10845.png,Validation,Corrected,1,1,0.112245,12.75,12.1364,0.5789,2.2143
Dataset\Gambo\Train\Normal\K-2481.png,K-2481.png,Validation,Normal,0,0,0.135204,12.1887,13.8868,1.25,2.3571
Dataset\Gambo\Train\Reversal\6_25120.png,6_25120.png,Validation,Reversal,6,1,0.177296,17.1007,11.0144,1.1111,1.4286
Dataset\Gambo\Train\Corrected\1_36537.png,1_36537.png,Validation,Corrected,1,1,0.123724,13.1959,13.7216,0.6316,2.3571
Dataset\Gambo\Train\Corrected\1_35629.png,1_35629.png,Validation,Corrected,1,1,0.114796,11.8556,14.5667,1.4615,1.5714
Dataset\Gambo\Train\Normal\L-1246.png,L-1246.png,Validation,Normal,0,0,0.093112,10.3014,15.5753,1.4286,1.4286
Dataset\Gambo\Train\Corrected\6_4688.png,6_4688.png,Validation,Corrected,6,1,0.163265,13.3984,12.7266,0.7895,1.8571
Dataset\Gambo\Train\Reversal\6_1370.png,6_1370.png,Validation,Reversal,6,1,0.163265,13.4922,13.7578,1.1111,1.5
Dataset\Gambo\Train\Normal\E-863.png,E-863.png,Validation,Normal,0,0,0.123724,10.0103,15.0206,1.0526,1.6429
Dataset\Gambo\Train\Corrected\1_11766.png,1_11766.png,Validation,Corrected,1,1,0.086735,11.8529,12.2059,1.7,1.7857
Dataset\Gambo\Train\Normal\J-2013.png,J-2013.png,Validation,Normal,0,0,0.159439,12.104,11.632,1.0526,2.0
Dataset\Gambo\Train\Corrected\5_2533.png,5_2533.png,Validation,Corrected,5,1,0.114796,12.2778,13.2778,0.9444,2.1429
Dataset\Gambo\Train\Corrected\5_1754.png,5_1754.png,Validation,Corrected,5,1,0.043367,12.3824,13.0,0.1667,0.5714
Dataset\Gambo\Train\Corrected\3_3934.png,3_3934.png,Validation,Corrected,3,1,0.177296,12.8849,12.8273,0.7895,1.5
Dataset\Gambo\Train\Corrected\1_10975.png,1_10975.png,Validation,Corrected,1,1,0.066327,13.6538,13.6154,0.7059,1.5714
Dataset\Gambo\Train\Corrected\1_23771.png,1_23771.png,Validation,Corrected,1,1,0.07398,12.9828,12.931,0.3889,1.6429
Dataset\Gambo\Train\Corrected\1_33988.png,1_33988.png,Validation,Corrected,1,1,0.139031,13.7706,13.3945,0.7895,2.0
Dataset\Gambo\Train\Corrected\1_29894.png,1_29894.png,Validation,Corrected,1,1,0.103316,12.4198,13.8889,1.1111,1.7857
Dataset\Gambo\Train\Corrected\5_4494.png,5_4494.png,Validation,Corrected,5,1,0.139031,12.367,12.8257,0.8889,2.0
Dataset\Gambo\Train\Corrected\1_30726.png,1_30726.png,Validation,Corrected,1,1,0.123724,16.4845,13.2474,1.4118,2.2143
Dataset\Gambo\Train\Corrected\1_3834.png,1_3834.png,Validation,Corrected,1,1,0.146684,14.1913,14.9913,1.1111,2.7857
Dataset\Gambo\Train\Corrected\3_5639.png,3_5639.png,Validation,Corrected,3,1,0.121173,13.2211,13.4105,1.1333,2.3571
Dataset\Gambo\Train\Corrected\1_33406.png,1_33406.png,Validation,Corrected,1,1,0.082908,12.0923,12.6769,0.5789,1.5
Dataset\Gambo\Train\Reversal\6_5181.png,6_5181.png,Validation,Reversal,6,1,0.167092,14.3664,12.9695,0.8636,3.5
Dataset\Gambo\Train\Reversal\6_20717.png,6_20717.png,Validation,Reversal,6,1,0.15051,14.1864,15.0678,1.1176,1.5714
Dataset\Gambo\Train\Normal\G-1856.png,G-1856.png,Validation,Normal,0,0,0.164541,12.7442,14.5116,1.0,2.2143
Dataset\Gambo\Train\Normal\N-986.png,N-986.png,Validation,Normal,0,0,0.133929,12.381,13.4381,0.9,2.8571
Dataset\Gambo\Train\Normal\N-786.png,N-786.png,Validation,Normal,0,0,0.205357,13.4845,13.3851,0.8,2.0
Dataset\Gambo\Train\Normal\J-1747.png,J-1747.png,Validation,Normal,0,0,0.109694,13.4651,12.6512,1.6667,1.5714
Dataset\Gambo\Train\Corrected\1_18452.png,1_18452.png,Validation,Corrected,1,1,0.102041,12.85,12.4,1.1333,2.2143
Dataset\Gambo\Train\Corrected\6_2723.png,6_2723.png,Validation,Corrected,6,1,0.09949,14.0128,14.4231,1.3571,2.2143
Dataset\Gambo\Train\Corrected\1_4615.png,1_4615.png,Validation,Corrected,1,1,0.112245,14.0455,13.2955,0.7,2.0
Dataset\Gambo\Train\Reversal\6_32032.png,6_32032.png,Validation,Reversal,6,1,0.22449,14.142,15.5966,1.1579,2.2143
Dataset\Gambo\Train\Corrected\5_5947.png,5_5947.png,Validation,Corrected,5,1,0.22449,12.267,13.0625,1.3333,2.0714
Dataset\Gambo\Train\Corrected\5_5846.png,5_5846.png,Validation,Corrected,5,1,0.174745,14.4818,13.6496,0.85,1.6429
Dataset\Gambo\Train\Corrected\1_36191.png,1_36191.png,Validation,Corrected,1,1,0.109694,12.8605,13.2209,0.7895,2.1429
Dataset\Gambo\Train\Normal\C-2335.png,C-2335.png,Validation,Normal,0,0,0.118622,12.3226,12.5914,1.25,2.5
Dataset\Gambo\Train\Reversal\6_27297.png,6_27297.png,Validation,Reversal,6,1,0.125,13.1735,12.2857,0.95,2.2857
Dataset\Gambo\Train\Normal\K-1226.png,K-1226.png,Validation,Normal,0,0,0.147959,12.0,14.1207,1.1111,2.2857
Dataset\Gambo\Train\Corrected\1_38445.png,1_38445.png,Validation,Corrected,1,1,0.151786,13.0,12.2941,1.3571,1.5
Dataset\Gambo\Train\Corrected\4_2783.png,4_2783.png,Validation,Corrected,4,1,0.100765,12.0633,12.1772,0.7778,1.4286
Dataset\Gambo\Train\Corrected\1_25668.png,1_25668.png,Validation,Corrected,1,1,0.105867,12.3253,14.1687,1.0556,2.8571
Dataset\Gambo\Train\Corrected\1_32542.png,1_32542.png,Validation,Corrected,1,1,0.172194,12.7481,13.2444,1.0526,2.6429
Dataset\Gambo\Train\Corrected\2_2975.png,2_2975.png,Validation,Corrected,2,1,0.179847,12.4043,13.8794,0.9474,2.0
Dataset\Gambo\Train\Corrected\1_18939.png,1_18939.png,Validation,Corrected,1,1,0.110969,12.6437,11.7931,0.8333,2.0
Dataset\Gambo\Train\Corrected\1_23774.png,1_23774.png,Validation,Corrected,1,1,0.053571,13.1429,13.0714,0.3333,1.3571
Dataset\Gambo\Train\Corrected\3_3658.png,3_3658.png,Validation,Corrected,3,1,0.154337,12.6364,12.9752,1.4615,2.3571
Dataset\Gambo\Train\Reversal\6_9880.png,6_9880.png,Validation,Reversal,6,1,0.209184,14.7439,14.939,1.2353,2.0714
Dataset\Gambo\Train\Reversal\6_18771.png,6_18771.png,Validation,Reversal,6,1,0.105867,13.8313,13.7229,0.8947,2.7143
Dataset\Gambo\Train\Reversal\6_23575.png,6_23575.png,Validation,Reversal,6,1,0.068878,14.0556,14.3148,1.9,1.8571
Dataset\Gambo\Train\Corrected\4_487.png,4_487.png,Validation,Corrected,4,1,0.081633,12.5938,13.0156,2.375,2.0714
Dataset\Gambo\Train\Corrected\2_6349.png,2_6349.png,Validation,Corrected,2,1,0.139031,12.7615,12.8716,1.0588,2.2143
Dataset\Gambo\Train\Reversal\6_13006.png,6_13006.png,Validation,Reversal,6,1,0.123724,14.9175,14.9794,1.2222,2.1429
Dataset\Gambo\Train\Reversal\6_12303.png,6_12303.png,Validation,Reversal,6,1,0.202806,12.4969,12.6478,1.1176,2.5
Dataset\Gambo\Train\Normal\K-643.png,K-643.png,Validation,Normal,0,0,0.164541,14.4186,13.1783,1.0,2.2143
Dataset\Gambo\Train\Corrected\1_17498.png,1_17498.png,Validation,Corrected,1,1,0.102041,12.8375,13.7625,0.7222,2.0
Dataset\Gambo\Train\Corrected\1_17804.png,1_17804.png,Validation,Corrected,1,1,0.186224,13.089,12.5753,0.95,2.9286
Dataset\Gambo\Train\Corrected\1_34550.png,1_34550.png,Validation,Corrected,1,1,0.15051,13.1525,13.7712,1.1875,2.0714
Dataset\Gambo\Train\Normal\E-2370.png,E-2370.png,Validation,Normal,0,0,0.168367,12.7955,13.8864,1.25,1.7857
Dataset\Gambo\Train\Reversal\6_8572.png,6_8572.png,Validation,Reversal,6,1,0.210459,13.9576,13.9576,0.9474,1.5714
Dataset\Gambo\Train\Corrected\1_32416.png,1_32416.png,Validation,Corrected,1,1,0.066327,12.0,12.1923,1.1875,1.5714
Dataset\Gambo\Train\Reversal\6_13167.png,6_13167.png,Validation,Reversal,6,1,0.182398,16.0559,14.9091,1.0,2.8571
Dataset\Gambo\Train\Reversal\6_7667.png,6_7667.png,Validation,Reversal,6,1,0.146684,15.4696,12.5217,1.0952,1.9286
Dataset\Gambo\Train\Corrected\4_5015.png,4_5015.png,Validation,Corrected,4,1,0.17602,14.1449,13.1812,0.8333,1.8571
Dataset\Gambo\Train\Corrected\4_1478.png,4_1478.png,Validation,Corrected,4,1,0.177296,11.7122,14.9568,0.9091,2.6429
Dataset\Gambo\Train\Corrected\1_28203.png,1_28203.png,Validation,Corrected,1,1,0.181122,12.3521,13.2042,1.0,3.0
Dataset\Gambo\Train\Reversal\6_23864.png,6_23864.png,Validation,Reversal,6,1,0.079082,13.0161,14.2903,1.7273,2.0
Dataset\Gambo\Train\Normal\C-1312.png,C-1312.png,Validation,Normal,0,0,0.149235,12.5641,14.5556,1.0,2.0714
Dataset\Gambo\Train\Corrected\6_5288.png,6_5288.png,Validation,Corrected,6,1,0.108418,13.9059,12.8941,1.0,2.0714
Dataset\Gambo\Train\Corrected\1_29025.png,1_29025.png,Validation,Corrected,1,1,0.118622,14.0323,13.4086,1.25,3.0714
Dataset\Gambo\Train\Corrected\1_20824.png,1_20824.png,Validation,Corrected,1,1,0.104592,12.6951,13.2805,0.7222,1.7143
Dataset\Gambo\Train\Corrected\1_22232.png,1_22232.png,Validation,Corrected,1,1,0.131378,12.9806,12.1359,0.9474,2.5
Dataset\Gambo\Train\Corrected\3_3422.png,3_3422.png,Validation,Corrected,3,1,0.190051,12.7919,14.7919,1.0,2.0714
Dataset\Gambo\Train\Corrected\1_17713.png,1_17713.png,Validation,Corrected,1,1,0.151786,13.5546,15.6975,1.1,2.8571
Dataset\Gambo\Train\Reversal\6_2567.png,6_2567.png,Validation,Reversal,6,1,0.110969,12.9655,16.1149,1.0526,2.4286
Dataset\Gambo\Train\Corrected\5_308.png,5_308.png,Validation,Corrected,5,1,0.16199,12.4724,13.0079,1.1875,2.2143
Dataset\Gambo\Train\Reversal\6_15764.png,6_15764.png,Validation,Reversal,6,1,0.241071,12.7884,13.1852,1.0,2.1429
Dataset\Gambo\Train\Normal\M-1389.png,M-1389.png,Validation,Normal,0,0,0.105867,14.2169,12.747,0.7,2.5
Dataset\Gambo\Train\Corrected\3_5552.png,3_5552.png,Validation,Corrected,3,1,0.132653,14.5,13.375,1.3846,2.0714
Dataset\Gambo\Train\Corrected\6_4933.png,6_4933.png,Validation,Corrected,6,1,0.125,11.5,13.8878,0.6842,1.5
Dataset\Gambo\Train\Normal\B-2006.png,B-2006.png,Validation,Normal,0,0,0.21301,12.7066,14.0479,1.0,2.4286
Dataset\Gambo\Train\Reversal\6_29206.png,6_29206.png,Validation,Reversal,6,1,0.122449,13.7708,14.25,1.0,1.8571
Dataset\Gambo\Train\Corrected\5_4575.png,5_4575.png,Validation,Corrected,5,1,0.151786,12.2941,13.2773,1.1111,2.4286
Dataset\Gambo\Train\Corrected\1_12823.png,1_12823.png,Validation,Corrected,1,1,0.165816,13.4077,13.1538,0.8947,2.4286
Dataset\Gambo\Train\Corrected\2_5599.png,2_5599.png,Validation,Corrected,2,1,0.146684,13.9391,13.2174,1.0,2.0714
Dataset\Gambo\Train\Normal\J-1881.png,J-1881.png,Validation,Normal,0,0,0.104592,14.4878,11.8902,0.8,1.3571
Dataset\Gambo\Train\Corrected\5_3790.png,5_3790.png,Validation,Corrected,5,1,0.158163,13.2661,13.129,1.25,2.3571
Dataset\Gambo\Train\Corrected\6_4830.png,6_4830.png,Validation,Corrected,6,1,0.144133,14.292,13.6283,0.7895,1.8571
Dataset\Gambo\Train\Corrected\1_11496.png,1_11496.png,Validation,Corrected,1,1,0.082908,11.9385,12.0308,1.2857,2.3571
Dataset\Gambo\Train\Corrected\4_5552.png,4_5552.png,Validation,Corrected,4,1,0.133929,14.6381,13.1143,1.4615,2.1429
Dataset\Gambo\Train\Normal\A-2288.png,A-2288.png,Validation,Normal,0,0,0.193878,12.6776,13.8553,1.25,2.3571
Dataset\Gambo\Train\Normal\C-1265.png,C-1265.png,Validation,Normal,0,0,0.094388,11.4595,13.0946,1.4286,1.5
Dataset\Gambo\Train\Corrected\5_5823.png,5_5823.png,Validation,Corrected,5,1,0.122449,13.375,13.0833,1.4615,2.6429
Dataset\Gambo\Train\Reversal\6_11821.png,6_11821.png,Validation,Reversal,6,1,0.182398,11.6993,13.1678,1.15,2.4286
Dataset\Gambo\Train\Normal\M-2388.png,M-2388.png,Validation,Normal,0,0,0.169643,13.2857,12.3383,1.0,3.1429
Dataset\Gambo\Train\Reversal\6_11268.png,6_11268.png,Validation,Reversal,6,1,0.196429,13.3896,13.8571,1.0476,2.3571
Dataset\Gambo\Train\Reversal\6_31164.png,6_31164.png,Validation,Reversal,6,1,0.170918,11.3731,15.3433,1.2222,2.2143
Dataset\Gambo\Train\Corrected\6_1329.png,6_1329.png,Validation,Corrected,6,1,0.158163,12.6129,12.5484,1.4615,2.2143
Dataset\Gambo\Train\Corrected\1_28872.png,1_28872.png,Validation,Corrected,1,1,0.117347,12.9022,14.2935,1.1176,2.2857
Dataset\Gambo\Train\Corrected\2_1255.png,2_1255.png,Validation,Corrected,2,1,0.158163,12.2581,11.9274,1.0,1.7857
Dataset\Gambo\Train\Corrected\1_17127.png,1_17127.png,Validation,Corrected,1,1,0.076531,12.6333,13.25,1.0,2.0714
Dataset\Gambo\Train\Reversal\6_20636.png,6_20636.png,Validation,Reversal,6,1,0.0625,13.0816,15.2245,2.1111,1.3571
Dataset\Gambo\Train\Normal\K-2151.png,K-2151.png,Validation,Normal,0,0,0.137755,13.1852,13.5556,1.0,2.2143
Dataset\Gambo\Train\Normal\F-900.png,F-900.png,Validation,Normal,0,0,0.137755,10.6852,11.6759,1.0,1.5
Dataset\Gambo\Train\Normal\C-1000.png,C-1000.png,Validation,Normal,0,0,0.11352,11.6067,13.5618,1.0,1.5714
Dataset\Gambo\Train\Corrected\3_6358.png,3_6358.png,Validation,Corrected,3,1,0.095663,14.12,13.96,0.5556,1.0
Dataset\Gambo\Train\Corrected\1_34780.png,1_34780.png,Validation,Corrected,1,1,0.140306,13.4,13.1182,1.1176,2.7143
Dataset\Gambo\Train\Corrected\6_400.png,6_400.png,Validation,Corrected,6,1,0.108418,11.8824,11.7059,1.7273,1.7857
Dataset\Gambo\Train\Corrected\1_10352.png,1_10352.png,Validation,Corrected,1,1,0.104592,12.2805,13.0488,0.8421,2.0714
Dataset\Gambo\Train\Reversal\6_31394.png,6_31394.png,Validation,Reversal,6,1,0.154337,13.2893,16.0165,1.05,2.0714
Dataset\Gambo\Train\Corrected\3_1692.png,3_1692.png,Validation,Corrected,3,1,0.21301,12.4371,13.1557,1.1579,2.8571
Dataset\Gambo\Train\Corrected\2_5936.png,2_5936.png,Validation,Corrected,2,1,0.147959,14.0086,13.7069,0.8333,1.7857
Dataset\Gambo\Train\Reversal\6_25066.png,6_25066.png,Validation,Reversal,6,1,0.125,16.5306,11.5204,1.0,1.4286
Dataset\Gambo\Train\Normal\B-2369.png,B-2369.png,Validation,Normal,0,0,0.206633,12.179,14.0679,1.0,2.5
Dataset\Gambo\Train\Reversal\6_12910.png,6_12910.png,Validation,Reversal,6,1,0.164541,14.1008,13.7597,1.0,2.1429
Dataset\Gambo\Train\Corrected\6_4158.png,6_4158.png,Validation,Corrected,6,1,0.235969,11.9405,13.6486,1.0,2.4286
Dataset\Gambo\Train\Corrected\4_2306.png,4_2306.png,Validation,Corrected,4,1,0.105867,11.8916,13.4699,0.9444,2.2857
Dataset\Gambo\Train\Reversal\6_28697.png,6_28697.png,Validation,Reversal,6,1,0.182398,13.5455,14.2448,1.2667,2.0
Dataset\Gambo\Train\Corrected\1_31536.png,1_31536.png,Validation,Corrected,1,1,0.130102,12.2941,12.2647,1.1765,2.5
Dataset\Gambo\Train\Corrected\2_4114.png,2_4114.png,Validation,Corrected,2,1,0.200255,13.8599,13.5287,0.9444,2.4286
Dataset\Gambo\Train\Normal\J-824.png,J-824.png,Validation,Normal,0,0,0.170918,13.1716,11.7836,1.0,1.9286
Dataset\Gambo\Train\Corrected\1_32748.png,1_32748.png,Validation,Corrected,1,1,0.158163,13.4032,12.5887,1.0,2.7143
Dataset\Gambo\Train\Normal\B-1008.png,B-1008.png,Validation,Normal,0,0,0.256378,12.01,14.4627,1.0,2.5
Dataset\Gambo\Train\Corrected\1_16568.png,1_16568.png,Validation,Corrected,1,1,0.114796,12.6889,13.4444,0.9474,2.3571
Dataset\Gambo\Train\Corrected\5_795.png,5_795.png,Validation,Corrected,5,1,0.141582,12.8829,12.3063,0.8421,2.1429
Dataset\Gambo\Train\Corrected\3_1502.png,3_1502.png,Validation,Corrected,3,1,0.247449,11.5155,13.8041,1.0476,2.6429
Dataset\Gambo\Train\Normal\H-1671.png,H-1671.png,Validation,Normal,0,0,0.15051,12.6695,14.161,0.9,2.4286
Dataset\Gambo\Train\Reversal\6_1153.png,6_1153.png,Validation,Reversal,6,1,0.170918,13.5299,14.4925,1.1765,1.4286
Dataset\Gambo\Train\Corrected\6_391.png,6_391.png,Validation,Corrected,6,1,0.056122,12.4773,13.5455,1.0,1.3571
Dataset\Gambo\Train\Reversal\6_7065.png,6_7065.png,Validation,Reversal,6,1,0.220663,15.3526,15.2486,1.0,2.3571
Dataset\Gambo\Train\Corrected\6_2767.png,6_2767.png,Validation,Corrected,6,1,0.117347,11.413,13.6413,1.0,2.3571
Dataset\Gambo\Train\Corrected\6_3229.png,6_3229.png,Validation,Corrected,6,1,0.149235,11.3504,14.4103,0.8947,2.0
Dataset\Gambo\Train\Normal\F-605.png,F-605.png,Validation,Normal,0,0,0.122449,9.5833,11.7917,1.1111,1.7143
Dataset\Gambo\Train\Reversal\6_5349.png,6_5349.png,Validation,Reversal,6,1,0.183673,14.7153,14.1736,1.125,2.0714
